ClientID,Lat,Lon,ProductType,Kg
7194948443,4.58549844,-74.08917089,Chilled,9
7194949638,4.6432292,-74.07500999,Chilled,3
7194949638,4.6432292,-74.07500999,Dry,108
7194950660,4.66544089,-74.05390293,Dry,76
7194951485,4.599656049,-74.07576874,Dry,20
7194952129,4.67882878,-74.09724399,Dry,19
7194954292,4.59147445,-74.07306518,Dry,8
7194954436,4.68827831,-74.03930647,Chilled,8
7194954436,4.68827831,-74.03930647,Dry,121
7194954436,4.68827831,-74.03930647,Frozen,10
7194954934,4.7383117,-74.05301601,Chilled,4
7194954934,4.7383117,-74.05301601,Dry,31
7194954934,4.7383117,-74.05301601,Frozen,3
7194955049,4.68313683,-74.05703512,Dry,2
7194955185,4.61547458,-74.14781968,Dry,78
7194955296,4.62151119,-74.15924197,Dry,50
7194955420,4.73781855,-74.08726182,Dry,2
7194955590,4.66316396,-74.13106049,Chilled,2
7194955590,4.66316396,-74.13106049,Dry,52
7194956177,4.67848201,-74.10851962,Chilled,13
7194956177,4.67848201,-74.10851962,Dry,83
7194956750,4.65602617,-74.05675944,Dry,20
7194956750,4.65602617,-74.05675944,Chilled,7
7194959685,4.68902564,-74.06285393,Dry,39
7194960153,4.908728,-74.02804899,Dry,1
7194960153,4.908728,-74.02804899,Chilled,7
7194960723,4.69514984,-74.03198436,Chilled,8
7194960989,4.6566716,-74.05577554,Chilled,105
7194960989,4.6566716,-74.05577554,Dry,512
7194961519,4.67202212,-74.05347522,Chilled,5
7194961625,4.65461644,-74.05945965,Frozen,18
7194961720,4.6218312,-74.14918549,Chilled,4
7194961766,4.63121065,-74.16843151,Chilled,3
7194964622,4.69973017,-74.03029642,Chilled,0
7194965296,4.672193395,-74.04922612,Dry,25
7194967560,4.67021097,-74.06950314,Dry,93
7194967917,4.67467936,-74.05370123,Chilled,13
7194967917,4.67467936,-74.05370123,Dry,23
7194970647,4.60423408,-74.07897943,Chilled,32
7194970647,4.60423408,-74.07897943,Dry,181
7194970885,4.5978693,-74.06741028,Dry,153
7194970885,4.5978693,-74.06741028,Frozen,5
7194970885,4.5978693,-74.06741028,Chilled,11
7194973772,4.65241852,-74.05586726,Dry,587
7194974250,4.77835699,-74.14022199,Dry,25
7194974917,4.6905863,-74.06545933,Dry,182
7194974995,4.69721462,-74.05032555,Dry,12
7194975512,4.65020906,-74.12267316,Dry,122
7194975748,4.68724864,-74.06633403,Dry,7
7194976757,4.65421612,-74.05826794,Dry,93
7194976757,4.65421612,-74.05826794,Chilled,7
7194977618,4.5916594,-74.12315335,Chilled,7
7194977618,4.5916594,-74.12315335,Dry,45
7194977881,4.61976762,-74.13822843,Dry,6
7194978323,4.67540457,-74.05543688,Chilled,6
7194979289,4.64206537,-74.11222403,Chilled,12
7194979289,4.64206537,-74.11222403,Dry,11
7194980094,4.58333838,-74.21194264,Dry,14
7194980094,4.58333838,-74.21194264,Chilled,13
7194980399,4.86330591,-74.03528482,Frozen,4
7194980399,4.86330591,-74.03528482,Dry,103
7194981901,4.72165071,-74.11163517,Chilled,49
7194981901,4.72165071,-74.11163517,Dry,430
7194981901,4.72165071,-74.11163517,Frozen,5
7194981913,4.7498147,-74.0759872,Chilled,4
7194981913,4.7498147,-74.0759872,Dry,32
7194982218,4.70676577,-74.11223418,Chilled,118
7194982218,4.70676577,-74.11223418,Dry,348
7194982218,4.70676577,-74.11223418,Frozen,30
7194982886,4.72783004,-74.06390327,Chilled,37
7194982886,4.72783004,-74.06390327,Dry,284
7194982886,4.72783004,-74.06390327,Frozen,85
7194983177,4.71960742,-74.1212309,Dry,60
7194983188,4.6890949,-74.1311616,Chilled,50
7194983188,4.6890949,-74.1311616,Dry,227
7194983188,4.6890949,-74.1311616,Frozen,38
7194984097,4.6765877,-74.05025993,Chilled,550
7194984200,4.7723973,-74.04457099,Chilled,20
7194984259,4.62691304,-74.06473299,Chilled,153
7194984259,4.62691304,-74.06473299,Dry,325
7194984259,4.62691304,-74.06473299,Frozen,79
7194984286,4.63285157,-74.15690395,Dry,400
7194984396,4.733161,-74.256133,Chilled,100
7194988846,4.68345451,-74.06397953,Chilled,45
7194988846,4.68345451,-74.06397953,Dry,13
7194990013,4.62904778,-74.06313168,Chilled,22
7194990013,4.62904778,-74.06313168,Dry,28
7194990034,4.68963705,-74.03696878,Chilled,21
7194990034,4.68963705,-74.03696878,Dry,3
7194990052,4.62691304,-74.06473299,Dry,6
7194990087,4.58437094,-74.09972989,Chilled,13
7194990087,4.58437094,-74.09972989,Dry,10
7194990105,4.6700843,-74.05326651,Chilled,40
7194990105,4.6700843,-74.05326651,Dry,17
7194990113,4.66773646,-74.0462143,Dry,6
7194990113,4.66773646,-74.0462143,Chilled,26
7194990384,4.78483899,-74.0943,Dry,9
7194990384,4.78483899,-74.0943,Chilled,31
7194990403,4.72872245,-74.12709394,Dry,3
7194990409,4.618101716,-74.08625881,Chilled,10
7194990412,4.6914747,-74.0501554,Chilled,3
7194990429,4.88388,-74.037345,Chilled,118
7194990451,4.69808741,-74.05504631,Chilled,24
7194990493,4.704961,-74.04359999,Dry,14
7194990500,4.679739623,-74.08546475,Dry,2
7194990510,4.895724,-74.058131,Dry,72
7194990546,4.6803885,-74.05426105,Dry,5
7194990546,4.6803885,-74.05426105,Chilled,12
7194990594,4.86860769,-74.04243347,Chilled,14
7194990594,4.86860769,-74.04243347,Dry,2
7194991013,4.60934186,-74.06918197,Dry,19
7194991277,4.72018605,-74.04518999,Dry,9
7194991522,4.74497206,-74.10258214,Chilled,31
7194991522,4.74497206,-74.10258214,Dry,439
7194991772,4.7458047,-74.09591213,Dry,18
7194991781,4.63649732,-74.11534413,Frozen,10
7194991781,4.63649732,-74.11534413,Dry,10
7194991819,4.69410984,-74.08554061,Chilled,5
7194991819,4.69410984,-74.08554061,Dry,2
7194992041,4.68863721,-74.14847558,Chilled,49
7194992041,4.68863721,-74.14847558,Dry,10
7194992102,4.68473084,-74.04706908,Dry,50
7194992264,4.68820134,-74.06458942,Chilled,3
7194992290,4.60125737,-74.07472589,Dry,23
7194993005,4.66833352,-74.05424447,Chilled,4
7194993005,4.66833352,-74.05424447,Dry,43
7194993170,4.64191449,-74.13640321,Dry,18
7194993210,4.66943935,-74.05347839,Chilled,68
7194993230,4.69148867,-74.03606358,Dry,6
7194994091,4.5916594,-74.12315335,Dry,2
7194995885,4.62051099,-74.13737199,Chilled,20
7194995946,4.69798281,-74.11628239,Chilled,20
7194995946,4.69798281,-74.11628239,Dry,20
7194996051,4.63798501,-74.06508717,Chilled,20
7194996346,4.66833991,-74.05373876,Chilled,3
7194996346,4.66833991,-74.05373876,Dry,18
7194996440,4.714113285,-74.05853165,Chilled,20
7194996739,4.61231658,-74.08534844,Chilled,9
7194996739,4.61231658,-74.08534844,Dry,109
7194996739,4.61231658,-74.08534844,Frozen,21
7194997339,4.66724972,-74.05467359,Chilled,2
7194997468,4.69561173,-74.03029786,Dry,51
7194997468,4.69561173,-74.03029786,Chilled,20
7194997590,4.68395913,-74.11410807,Chilled,4
7194997881,4.78008449,-74.05306538,Chilled,2
7194998573,4.762261112,-74.04631724,Chilled,11
7194998573,4.762261112,-74.04631724,Dry,4
7194998697,4.60359217,-74.10133145,Dry,68
7194999576,4.62355844,-74.09992013,Dry,32
7194999576,4.62355844,-74.09992013,Chilled,23
7194999702,4.61478519,-74.1797646,Chilled,20
7194999974,4.80965279,-74.09993418,Dry,105
7195000000,4.89145499,-74.03749899,Chilled,20
7195000161,4.69740901,-74.04997177,Dry,66
7195000168,4.6255041,-74.07453573,Chilled,47
7195000168,4.6255041,-74.07453573,Dry,47
7195000217,4.65527836,-74.05734558,Chilled,10
7195000239,4.59951147,-74.07520501,Chilled,240
7195000279,4.65377413,-74.05217815,Chilled,4
7195000279,4.65377413,-74.05217815,Dry,5
7195000338,4.618172,-74.133936,Dry,3
7195000338,4.618172,-74.133936,Chilled,9
7195000349,4.62280483,-74.07781951,Chilled,20
7195000675,4.70091983,-74.1144832,Chilled,120
7195000675,4.70091983,-74.1144832,Dry,92
7195001189,4.864757,-74.08602399,Chilled,5
7195001189,4.864757,-74.08602399,Dry,5
7195001436,4.79670299,-74.210756,Dry,48
7195001508,4.73787969,-74.09514843,Dry,6
7195001508,4.73787969,-74.09514843,Chilled,2
7195001550,4.65170025,-74.05492444,Dry,12
7195001593,4.8232166,-74.03543323,Chilled,40
7195001613,4.67333055,-74.05358898,Chilled,20
7195001624,4.70344781,-74.04355978,Chilled,58
7195001624,4.70344781,-74.04355978,Dry,109
7195001646,4.883629,-74.03736899,Dry,20
7195001757,4.7325009,-74.06548882,Chilled,20
7195001934,4.66463297,-74.07850454,Chilled,20
7195002029,4.78503725,-74.04228233,Dry,27
7195002354,4.87379357,-74.05155586,Chilled,40
7195002383,4.61413727,-74.10223211,Chilled,87
7195002383,4.61413727,-74.10223211,Dry,113
7195002408,4.73253231,-74.26255897,Dry,70
7195002424,4.65893846,-74.10465411,Chilled,1
7195002424,4.65893846,-74.10465411,Dry,5
7195002555,4.65388586,-74.07759137,Dry,0
7195002568,4.66703397,-74.05526971,Dry,169
7195002568,4.66703397,-74.05526971,Chilled,24
7195002739,4.63242228,-74.11628296,Dry,14
7195002791,4.68044366,-74.0487737,Chilled,18
7195002897,4.62691304,-74.06473299,Dry,42
7195003006,4.66926487,-74.06389095,Chilled,5
7195003040,4.61934644,-74.08343254,Chilled,11
7195003040,4.61934644,-74.08343254,Dry,20
7195003120,4.68528016,-74.1080434,Dry,18
7195003120,4.68528016,-74.1080434,Chilled,10
7195003244,4.65253687,-74.10931626,Chilled,5
7195003244,4.65253687,-74.10931626,Dry,32
7195003414,4.64381854,-74.17513545,Chilled,49
7195003449,4.68623837,-74.13353476,Dry,22
7195003455,4.58202703,-74.15526319,Chilled,216
7195003768,4.66945691,-74.10482481,Chilled,73
7195003870,4.65040364,-74.07118871,Dry,3
7195003870,4.65040364,-74.07118871,Chilled,4
7195003921,4.75733098,-74.13772299,Dry,40
7195003921,4.75733098,-74.13772299,Chilled,166
7195004148,4.899765,-74.03660399,Chilled,3
7195004148,4.899765,-74.03660399,Dry,20
7195004188,4.61559278,-74.08484888,Chilled,10
7195004467,4.68198524,-74.04936157,Dry,260
7195005270,4.67570288,-74.05538859,Chilled,10
7195005270,4.67570288,-74.05538859,Dry,52
7195005483,4.751289194,-74.11489323,Chilled,11
7195005483,4.751289194,-74.11489323,Dry,3
7195005496,4.68405801,-74.0869057,Chilled,5
7195005509,4.634733302,-74.1069597,Frozen,5
7195005614,4.72385428,-74.11320004,Chilled,5
7195005614,4.72385428,-74.11320004,Dry,8
7195005935,4.67672718,-74.12453351,Dry,378
7195006472,4.69333111,-74.0510436,Chilled,8
7195006472,4.69333111,-74.0510436,Dry,231
7195006714,4.65067043,-74.06342388,Chilled,100
7195006875,4.684730803,-74.07867729,Dry,381
7195006875,4.684730803,-74.07867729,Chilled,40
7195007690,4.67970034,-74.08288423,Chilled,4
7195007690,4.67970034,-74.08288423,Dry,45
7195009925,4.68447434,-74.08479186,Dry,12
7195010242,4.5988429,-74.07264019,Chilled,119
7195010242,4.5988429,-74.07264019,Dry,73
7195010827,4.61496196,-74.08408739,Frozen,30
7195010868,4.6808598,-74.09817525,Dry,47
7195011127,4.67367527,-74.12038188,Dry,19
7195011744,4.60434212,-74.08462378,Dry,72
7195011778,4.69309831,-74.1564796,Chilled,26
7195011778,4.69309831,-74.1564796,Dry,95
7195012119,4.63459142,-74.12256504,Chilled,9
7195012119,4.63459142,-74.12256504,Dry,7
7195012217,4.75625332,-74.02603344,Dry,389
7195012279,4.69755565,-74.04584479,Dry,38
7195012484,4.67363355,-74.11747272,Dry,14
7195012484,4.67363355,-74.11747272,Chilled,5
7195012924,4.61898248,-74.0874857,Chilled,50
7195012994,4.68584654,-74.05332738,Dry,50
7195013156,4.66615293,-74.05382901,Dry,8
7195013660,4.86157899,-74.03473099,Chilled,20
7195013708,4.645166387,-74.13874242,Chilled,6
7195013790,4.73693303,-74.02694086,Chilled,20
7195013790,4.73693303,-74.02694086,Dry,225
7195013790,4.73693303,-74.02694086,Frozen,20
7195013811,4.67828987,-74.05002522,Chilled,125
7195013884,4.73777751,-74.08573726,Chilled,7
7195013992,4.67276465,-74.05036902,Dry,28
7195014033,4.645927597,-74.1287961,Chilled,9
7195014050,4.60309461,-74.11193599,Dry,5
7195014073,4.68902564,-74.06285393,Chilled,20
7195014073,4.68902564,-74.06285393,Dry,9
7195014083,4.645492994,-74.11148059,Chilled,9
7195014112,4.653702165,-74.05487522,Dry,38
7195014216,4.792897,-74.07607699,Chilled,12
7195014216,4.792897,-74.07607699,Frozen,14
7195014263,4.6398248,-74.11845672,Dry,357
7195014492,4.69530964,-74.17288833,Dry,2
7195014759,4.60060107,-74.07067717,Chilled,8
7195014759,4.60060107,-74.07067717,Dry,94
7195015169,4.66443545,-74.05269527,Chilled,40
7195015169,4.66443545,-74.05269527,Dry,2
7195015227,4.63325578,-74.07122035,Chilled,17
7195015232,4.592886,-74.12427599,Dry,67
7195015246,4.63642406,-74.18928657,Chilled,3
7195015246,4.63642406,-74.18928657,Dry,11
7195015378,4.62977388,-74.06717698,Chilled,4
7195015378,4.62977388,-74.06717698,Dry,3
7195015419,4.61691767,-74.06881998,Dry,25
7195015465,4.71708566,-74.03266785,Frozen,7
7195015465,4.71708566,-74.03266785,Dry,19
7195015475,4.65210069,-74.05482558,Dry,144
7195015710,4.69896037,-74.04133649,Chilled,4
7195015710,4.69896037,-74.04133649,Dry,66
7195015767,4.66757153,-74.05403222,Dry,100
7195015858,4.69210837,-74.10136594,Chilled,47
7195015858,4.69210837,-74.10136594,Dry,24
7195015871,4.65766072,-74.0694965,Frozen,36
7195015871,4.65766072,-74.0694965,Dry,54
7195015871,4.65766072,-74.0694965,Chilled,135
7195016023,4.64211955,-74.06162087,Chilled,36
7195016023,4.64211955,-74.06162087,Dry,28
7195016082,4.62676356,-74.12226561,Chilled,2
7195016082,4.62676356,-74.12226561,Dry,6
7195016198,4.63146494,-74.15515915,Chilled,3
7195016198,4.63146494,-74.15515915,Dry,5
7195016246,4.73777751,-74.08573726,Dry,3
7195016246,4.73777751,-74.08573726,Chilled,3
7195016457,4.592353676,-74.12463702,Dry,57
7195016457,4.592353676,-74.12463702,Frozen,1
7195016660,4.640068207,-74.06235813,Chilled,2
7195016660,4.640068207,-74.06235813,Dry,3
7195016744,4.60490936,-74.1837439,Chilled,5
7195016744,4.60490936,-74.1837439,Dry,161
7195016834,4.75348477,-74.04297197,Dry,120
7195016851,4.66871764,-74.09196155,Chilled,33
7195016978,4.69871929,-74.04944861,Chilled,60
7195017010,4.884929,-74.039102,Chilled,84
7195017011,4.761622615,-74.1679045,Chilled,7
7195017011,4.761622615,-74.1679045,Dry,8
7195017077,4.67525608,-74.04731512,Chilled,1
7195017077,4.67525608,-74.04731512,Dry,34
7195017087,4.67429818,-74.06990384,Dry,22
7195017087,4.67429818,-74.06990384,Frozen,19
7195017087,4.67429818,-74.06990384,Chilled,13
7195017166,4.70113896,-74.04935071,Dry,3
7195017166,4.70113896,-74.04935071,Frozen,5
7195017166,4.70113896,-74.04935071,Chilled,10
7195017242,4.68046794,-74.04739797,Dry,81
7195017294,4.69718327,-74.08396791,Chilled,57
7195017464,4.68529314,-74.12465883,Chilled,18
7195017464,4.68529314,-74.12465883,Dry,90
7195017475,4.67032525,-74.07728743,Chilled,54
7195017475,4.67032525,-74.07728743,Dry,7
7195017490,4.61631061,-74.10472989,Dry,13
7195017639,4.63270907,-74.13368745,Frozen,3
7195017639,4.63270907,-74.13368745,Chilled,20
7195017639,4.63270907,-74.13368745,Dry,8
7195017647,4.820031,-74.036619,Dry,60
7195017893,4.495,-74.0823,Dry,13
7195017935,4.57809571,-74.12941129,Chilled,5
7195017935,4.57809571,-74.12941129,Dry,37
7195017955,4.59185922,-74.07147959,Dry,47
7195017999,4.68052554,-74.04619913,Dry,12
7195018170,4.4973,-74.0916,Chilled,5
7195018253,4.73108439,-74.26473283,Chilled,20
7195018310,4.57156289,-74.10889311,Chilled,52
7195018540,4.62686985,-74.06150835,Chilled,1
7195018540,4.62686985,-74.06150835,Dry,1
7195018629,4.68909504,-74.13116219,Chilled,18
7195018629,4.68909504,-74.13116219,Dry,135
7195018629,4.68909504,-74.13116219,Frozen,6
7195018704,4.66630802,-74.05558452,Dry,132
7195018880,4.719503863,-74.0466915,Dry,6
7195018890,4.69569707,-74.05694998,Dry,74
7195018890,4.69569707,-74.05694998,Frozen,6
7195018899,4.71176468,-74.05494216,Dry,8
7195018953,4.619005311,-74.13530361,Chilled,2
7195018953,4.619005311,-74.13530361,Dry,4
7195019126,4.60393021,-74.08371891,Chilled,33
7195019244,4.818,-74.1326,Dry,2
7195019244,4.818,-74.1326,Frozen,6
7195019252,4.64837207,-74.07503764,Dry,66
7195019327,4.68623837,-74.13353476,Chilled,3
7195019327,4.68623837,-74.13353476,Dry,67
7195019393,4.715156,-74.225324,Chilled,2
7195019393,4.715156,-74.225324,Dry,14
7195019393,4.715156,-74.225324,Frozen,40
7195019429,4.62691304,-74.06473299,Chilled,22
7195019429,4.62691304,-74.06473299,Dry,30
7195019429,4.62691304,-74.06473299,Frozen,5
7195019439,4.72687103,-74.05295462,Chilled,9
7195019467,4.65932068,-74.09923223,Chilled,36
7195019467,4.65932068,-74.09923223,Dry,7
7195019467,4.65932068,-74.09923223,Frozen,25
7195019494,4.68041664,-74.05717329,Dry,300
7195019523,4.63310267,-74.15614685,Dry,5
7195019615,4.64677536,-74.05994349,Chilled,5
7195019615,4.64677536,-74.05994349,Dry,1
7195019906,4.865564381,-74.03957068,Frozen,1
7195019906,4.865564381,-74.03957068,Chilled,11
7195019906,4.865564381,-74.03957068,Dry,24
7195019913,4.628478556,-74.06491141,Chilled,2
7195019913,4.628478556,-74.06491141,Dry,60
7195019930,4.67885782,-74.12734186,Chilled,27
7195019930,4.67885782,-74.12734186,Dry,10
7195019953,4.60773974,-74.07033055,Chilled,1
7195019953,4.60773974,-74.07033055,Dry,5
7195019976,4.69062088,-74.05320971,Chilled,8
7195019976,4.69062088,-74.05320971,Frozen,3
7195019989,4.875233349,-74.03638315,Chilled,2
7195019989,4.875233349,-74.03638315,Dry,15
7195019993,4.62691304,-74.06473299,Dry,81
7195020076,4.74855046,-74.04373709,Dry,40
7195020131,4.7633463,-74.0462321,Dry,91
7195020146,4.74119976,-74.03413879,Chilled,1
7195020155,4.6451521,-74.09977693,Frozen,98
7195020155,4.6451521,-74.09977693,Dry,774
7195020221,4.60445011,-74.08450983,Dry,12
7195020221,4.60445011,-74.08450983,Chilled,22
7195020226,4.65717905,-74.06984055,Chilled,6
7195020245,4.63242228,-74.11628296,Dry,1728
7195020280,4.70866337,-74.0416484,Dry,42
7195020403,4.899764,-74.038798,Chilled,1
7195020403,4.899764,-74.038798,Dry,12
7195020510,4.5997337,-74.07326679,Chilled,233
7195020510,4.5997337,-74.07326679,Dry,33
7195020573,4.67660786,-74.04904092,Chilled,3
7195020586,4.730369425,-74.03716849,Chilled,21
7195020587,4.70269694,-74.1049892,Dry,50
7195020613,4.70876149,-74.0507226,Dry,124
7195020654,4.65190496,-74.05622458,Dry,47
7195020661,4.67190972,-74.07325828,Chilled,11
7195020661,4.67190972,-74.07325828,Dry,2
7195020661,4.67190972,-74.07325828,Frozen,12
7195020703,4.64160804,-74.06494157,Dry,20
7195020703,4.64160804,-74.06494157,Chilled,33
7195020714,4.68725937,-74.1260318,Chilled,12
7195020714,4.68725937,-74.1260318,Dry,9
7195020778,4.65531531,-74.06465596,Chilled,250
7195020872,4.71203425,-74.07707036,Chilled,13
7195020872,4.71203425,-74.07707036,Frozen,8
7195020884,4.62691334,-74.06473241,Chilled,43
7195020884,4.62691334,-74.06473241,Dry,130
7195020894,4.72040887,-74.03886759,Chilled,3
7195020894,4.72040887,-74.03886759,Dry,3
7195020915,4.71595104,-74.0535154,Chilled,153
7195020997,4.70212944,-74.08242232,Chilled,8
7195020997,4.70212944,-74.08242232,Dry,9
7195021017,4.66637123,-74.05264173,Chilled,35
7195021017,4.66637123,-74.05264173,Dry,76
7195021038,4.7006267,-74.0438336,Dry,28
7195021038,4.7006267,-74.0438336,Chilled,29
7195021092,4.8542652,-74.06529619,Dry,81
7195021126,4.8872,-73.9637,Chilled,90
7195021301,4.6644383,-74.05423956,Dry,35
7195021310,4.79532739,-74.04693111,Chilled,2
7195021310,4.79532739,-74.04693111,Dry,6
7195021310,4.79532739,-74.04693111,Frozen,4
7195021396,4.62369588,-74.15347606,Chilled,29
7195021406,4.67491877,-74.05417341,Chilled,4
7195021406,4.67491877,-74.05417341,Dry,10
7195021462,4.61951999,-74.135092,Dry,1739
7195021503,4.67042733,-74.1063331,Chilled,57
7195021532,4.69061071,-74.03820303,Chilled,38
7195021532,4.69061071,-74.03820303,Dry,55
7195021546,4.63242228,-74.11628296,Dry,20
7195021552,4.71718198,-74.03159258,Dry,7
7195021560,4.65350954,-74.05450233,Chilled,7
7195021619,4.69253452,-74.05018525,Chilled,61
7195021619,4.69253452,-74.05018525,Dry,21
7195021619,4.69253452,-74.05018525,Frozen,4
7195021621,4.62311663,-74.13645703,Dry,100
7195021687,4.6695927,-74.0535296,Chilled,61
7195021687,4.6695927,-74.0535296,Dry,38
7195021687,4.6695927,-74.0535296,Frozen,10
7195021718,4.57631793,-74.11837679,Dry,228
7195021732,4.687447974,-74.08252678,Chilled,18
7195021732,4.687447974,-74.08252678,Dry,21
7195021732,4.687447974,-74.08252678,Frozen,2
7195021769,4.66368288,-74.11755356,Frozen,2
7195021769,4.66368288,-74.11755356,Dry,23
7195021769,4.66368288,-74.11755356,Chilled,18
7195021780,4.60599255,-74.07667989,Chilled,61
7195021780,4.60599255,-74.07667989,Dry,109
7195021780,4.60599255,-74.07667989,Frozen,15
7195021816,4.607901156,-74.19088322,Chilled,34
7195021816,4.607901156,-74.19088322,Dry,49
7195021816,4.607901156,-74.19088322,Frozen,3
7195021818,4.65529235,-74.10904855,Dry,83
7195021818,4.65529235,-74.10904855,Chilled,1
7195021867,4.68506651,-74.0817075,Chilled,48
7195021867,4.68506651,-74.0817075,Dry,27
7195021867,4.68506651,-74.0817075,Frozen,4
7195021907,4.66896325,-74.0532249,Chilled,24
7195021907,4.66896325,-74.0532249,Dry,21
7195021907,4.66896325,-74.0532249,Frozen,6
7195021944,4.697067,-74.203559,Chilled,60
7195021944,4.697067,-74.203559,Dry,64
7195021944,4.697067,-74.203559,Frozen,8
7195021950,4.66750419,-74.1066912,Chilled,120
7195022025,4.6908476,-74.1486733,Chilled,15
7195022025,4.6908476,-74.1486733,Dry,11
7195022025,4.6908476,-74.1486733,Frozen,4
7195022052,4.562947,-74.238684,Chilled,6
7195022052,4.562947,-74.238684,Dry,17
7195022081,4.6914493,-74.06214159,Frozen,4
7195022081,4.6914493,-74.06214159,Dry,44
7195022081,4.6914493,-74.06214159,Chilled,45
7195022083,4.66637123,-74.05264173,Dry,10
7195022110,4.7251759,-74.03200979,Chilled,5
7195022110,4.7251759,-74.03200979,Dry,311
7195022113,4.64057111,-74.06942644,Chilled,40
7195022113,4.64057111,-74.06942644,Dry,70
7195022121,4.701105,-74.14442099,Chilled,22
7195022121,4.701105,-74.14442099,Dry,306
7195022156,4.850979548,-74.07633464,Frozen,2
7195022156,4.850979548,-74.07633464,Chilled,18
7195022156,4.850979548,-74.07633464,Dry,21
7195022168,4.68076748,-74.05558089,Chilled,66
7195022168,4.68076748,-74.05558089,Dry,50
7195022170,4.68648658,-74.07545807,Dry,544
7195022302,4.68291132,-74.0567346,Dry,83
7195022302,4.68291132,-74.0567346,Chilled,94
7195022333,4.63653172,-74.0641335,Dry,23
7195022333,4.63653172,-74.0641335,Chilled,10
7195022418,4.58551855,-74.12555129,Dry,7
7195022508,4.67189019,-74.0535385,Chilled,4
7195022508,4.67189019,-74.0535385,Dry,52
7195022508,4.67189019,-74.0535385,Frozen,5
7195022527,4.58819323,-74.20243821,Chilled,23
7195022527,4.58819323,-74.20243821,Dry,34
7195022531,4.71782978,-74.04409777,Dry,36
7195022631,4.70259454,-74.02883838,Dry,5
7195022644,4.6720003,-74.1556529,Chilled,1
7195022644,4.6720003,-74.1556529,Dry,41
7195022683,4.60982306,-74.13652335,Dry,28
7195022693,4.66630802,-74.05558452,Dry,3
7195022694,4.68866036,-74.03861234,Dry,34
7195022942,4.69508952,-74.03271096,Chilled,36
7195022942,4.69508952,-74.03271096,Dry,21
7195022975,4.775305,-74.17884598,Dry,11
7195023242,4.668753738,-74.07700141,Dry,120
7195023247,4.64807456,-74.10048026,Chilled,76
7195023512,4.70234009,-74.04914705,Chilled,19
7195023512,4.70234009,-74.04914705,Frozen,42
7195024165,4.63131578,-74.07432425,Dry,60
7195024243,4.65203263,-74.13521418,Dry,6
7195024252,4.72547394,-74.05540576,Chilled,21
7195024252,4.72547394,-74.05540576,Dry,55
7195024252,4.72547394,-74.05540576,Frozen,3
7195024391,4.68255665,-74.13421116,Chilled,28
7195024391,4.68255665,-74.13421116,Dry,138
7195024576,4.64147788,-74.12068622,Chilled,20
7195024576,4.64147788,-74.12068622,Dry,102
7195024576,4.64147788,-74.12068622,Frozen,14
7195024725,4.60842521,-74.07153369,Chilled,20
7195024725,4.60842521,-74.07153369,Dry,227
7195024725,4.60842521,-74.07153369,Frozen,15
7195024937,4.62928001,-74.10598896,Dry,127
7195024937,4.62928001,-74.10598896,Chilled,21
7195024937,4.62928001,-74.10598896,Frozen,33
