Date,TransportID,ClientID,Lat,Lon,Kg,ProductType
2024-06-11,651626705,7195118312,4.727412060483968,-74.06499245493151,74,Chilled
2024-06-11,651626705,7195119956,4.714840705236965,-74.07558935315889,40,Dry
2024-06-11,651626705,7195146617,4.748964953607367,-74.09644338474824,86,Chilled
2024-06-11,651626705,7195146617,4.748964953607367,-74.09644338474824,112,Dry
2024-06-11,651626705,7195152400,4.734227315167891,-74.06674749282048,230,Chilled
2024-06-11,651626705,7195152400,4.734227315167891,-74.06674749282048,42,Dry
2024-06-11,651626705,7195152605,4.7325552006493,-74.06540506782234,130,Dry
2024-06-11,651626706,7195063592,4.696221161669644,-74.03301127086667,41,Chilled
2024-06-11,651626706,7195063592,4.696221161669644,-74.03301127086667,42,Dry
2024-06-11,651626706,7195122909,4.702149247818694,-74.04267161335324,112,Dry
2024-06-11,651626706,7195127958,4.681021281209288,-74.04072248349148,66,Dry
2024-06-11,651626706,7195130520,4.6883352250233,-74.04115880337591,107,Dry
2024-06-11,651626706,7195138930,4.6809841170128745,-74.04076809411578,76,Dry
2024-06-11,651626706,7195148181,4.69391551879082,-74.0327642450419,134,Dry
2024-06-11,651626706,7195149766,4.702200532263955,-74.04263729573722,50,Chilled
2024-06-11,651626706,7195149766,4.702200532263955,-74.04263729573722,154,Dry
2024-06-11,651626706,7195149766,4.702200532263955,-74.04263729573722,45,Frozen
2024-06-11,651626706,7195150513,4.693310165412296,-74.03464430569291,48,Chilled
2024-06-11,651626706,7195152164,4.696220520531,-74.03284809741524,258,Chilled
2024-06-11,651626706,7195152164,4.696220520531,-74.03284809741524,446,Dry
2024-06-11,651626707,7195098764,4.684571146786505,-74.11426759213063,297,Chilled
2024-06-11,651626707,7195138946,4.670331832183067,-74.10641651138164,166,Dry
2024-06-11,651626707,7195146015,4.673550279764462,-74.11748080637155,78,Chilled
2024-06-11,651626707,7195147698,4.711542256406308,-74.11055065383323,109,Chilled
2024-06-11,651626707,7195152010,4.683322955597249,-74.07743814897678,71,Dry
2024-06-11,651626709,7195136993,4.642027105472634,-74.07935316577093,71,Chilled
2024-06-11,651626709,7195141136,4.636105923467471,-74.06131524622522,216,Dry
2024-06-11,651626709,7195144719,4.630045910964495,-74.08173495406747,636,Dry
2024-06-11,651626709,7195147416,4.630022369037847,-74.08168426492225,60,Dry
2024-06-11,651626710,7195117223,4.645967585487323,-74.10344866795278,293,Chilled
2024-06-11,651626710,7195136442,4.629024854888446,-74.08985319587052,44,Dry
2024-06-11,651626710,7195140148,4.64657753965986,-74.1023086058562,64,Dry
2024-06-11,651626711,7195145201,4.66322788406059,-74.10423671037299,56,Chilled
2024-06-11,651626711,7195145201,4.66322788406059,-74.10423671037299,48,Dry
2024-06-11,651626711,7195145750,4.6614307541100475,-74.10095669529942,204,Chilled
2024-06-11,651626711,7195153293,4.652779525356549,-74.12425270614183,177,Chilled
2024-06-11,651626714,7195120722,4.6236398988726055,-74.08199829319396,46,Chilled
2024-06-11,651626714,7195137923,4.602878434358061,-74.07243885662818,66,Dry
2024-06-11,651626714,7195140496,4.608478999232187,-74.07148274054977,56,Dry
2024-06-11,651626714,7195143540,4.604231838494183,-74.08454166331425,51,Dry
2024-06-11,651626715,7195127110,4.656510777982517,-74.06380469385032,70,Chilled
2024-06-11,651626715,7195127110,4.656510777982517,-74.06380469385032,599,Dry
2024-06-11,651626715,7195127944,4.655225302442524,-74.05749364974977,88,Dry
2024-06-11,651626715,7195130547,4.660373086879976,-74.05940916987866,48,Chilled
2024-06-11,651626715,7195130547,4.660373086879976,-74.05940916987866,89,Dry
2024-06-11,651626715,7195150808,4.6625541914766275,-74.05167243461779,63,Dry
2024-06-11,651626715,7195152073,4.654130102615307,-74.04299774324161,165,Dry
2024-06-11,651626716,7195118311,4.685771656085054,-74.10109292570668,105,Chilled
2024-06-11,651626716,7195125835,4.6583434676871684,-74.06752014175287,272,Dry
2024-06-11,651626716,7195140492,4.648381408421386,-74.07511404479158,82,Chilled
2024-06-11,651626716,7195140492,4.648381408421386,-74.07511404479158,53,Dry
2024-06-11,651626716,7195145545,4.670198060472462,-74.06951883981162,432,Dry
2024-06-11,651626716,7195149746,4.677221849404679,-74.08324302355165,70,Dry
2024-06-11,651626716,7195153796,4.6712109589974204,-74.08118079605914,44,Dry
2024-06-11,651626717,7195122651,4.670021300107865,-74.0686417226198,225,Chilled
2024-06-11,651626717,7195125613,4.658411054716758,-74.06739249873044,1083,Chilled
2024-06-11,651626717,7195153294,4.684825968035799,-74.06797005482801,41,Dry
2024-06-11,651626717,7195153391,4.686562650253284,-74.07543565059036,72,Chilled
2024-06-11,651626717,7195153517,4.682538935411198,-74.07222684794316,374,Dry
2024-06-11,651626718,7195149243,4.653800914433471,-74.07755889579654,3333,Dry
2024-06-11,651626718,7195149243,4.653800914433471,-74.07755889579654,81,Frozen
2024-06-11,651626719,7195146657,4.688763117092043,-74.11795998212268,48,Chilled
2024-06-11,651626719,7195148229,4.688824936525739,-74.11788365015359,407,Chilled
2024-06-11,651626719,7195148633,4.688673940321587,-74.11777066886782,280,Chilled
2024-06-11,651626719,7195148633,4.688673940321587,-74.11777066886782,770,Dry
2024-06-11,651626720,7195065907,4.767262613727992,-74.18415022924455,166,Dry
2024-06-11,651626720,7195076041,4.782162599134913,-74.1834529452092,659,Dry
2024-06-11,651626720,7195076216,4.782030487455867,-74.18346055055234,608,Dry
2024-06-11,651626720,7195080453,4.782221093457478,-74.1833717502352,52,Chilled
2024-06-11,651626720,7195080514,4.78213657940201,-74.1834924955694,100,Chilled
2024-06-11,651626720,7195147662,4.767184096259908,-74.18411025377526,193,Dry
2024-06-11,651626720,7195151516,4.764493440317664,-74.18001247882438,100,Chilled
